,0,1,Author,Book,Date,Genre,Publisher,Year
5676,,,Frank McCourt,Angela's Ashes,July 27,nonfiction,,1997
5677,,,Frank McCourt,Angela's Ashes,August 3,nonfiction,,1997
5678,,,Frank McCourt,Angela's Ashes,August 10,nonfiction,,1997
5679,,,Frank McCourt,Angela's Ashes,August 17,nonfiction,,1997
5680,,,Frank McCourt,Angela's Ashes,August 24,nonfiction,,1997
5681,,,Frank McCourt,Angela's Ashes,August 31,nonfiction,,1997
5682,,,Frank McCourt,Angela's Ashes,September 7,nonfiction,,1997
5683,,,Frank McCourt,Angela's Ashes,September 14,nonfiction,,1997
5684,,,Frank McCourt,Angela's Ashes,September 21,nonfiction,,1997
5685,,,Frank McCourt,Angela's Ashes,September 28,nonfiction,,1997
5686,,,Kitty Kelley,The Royals,October 5,nonfiction,,1997
5687,,,Kitty Kelley,The Royals,October 12,nonfiction,,1997
5688,,,Kitty Kelley,The Royals,October 19,nonfiction,,1997
5689,,,Kitty Kelley,The Royals,October 26,nonfiction,,1997
5690,,,Andrew Morton,Diana: Her True Story - In Her Own Words,November 2,nonfiction,,1997
5691,,,Andrew Morton,Diana: Her True Story - In Her Own Words,November 9,nonfiction,,1997
5692,,,Andrew Morton,Diana: Her True Story - In Her Own Words,November 16,nonfiction,,1997
5693,,,Frank McCourt,Angela's Ashes,November 23,nonfiction,,1997
5694,,,John Berendt,Midnight in the Garden of Good and Evil,November 30,nonfiction,,1997
5695,,,John Berendt,Midnight in the Garden of Good and Evil,December 7,nonfiction,,1997
5696,,,John Berendt,Midnight in the Garden of Good and Evil,December 14,nonfiction,,1997
5697,,,John Berendt,Midnight in the Garden of Good and Evil,December 21,nonfiction,,1997
5698,,,John Berendt,Midnight in the Garden of Good and Evil,December 28,nonfiction,,1997
5699,,,John Berendt,Midnight in the Garden of Good and Evil,January 4,nonfiction,,1998
5700,,,John Berendt,Midnight in the Garden of Good and Evil,January 11,nonfiction,,1998
5701,,,John Berendt,Midnight in the Garden of Good and Evil,January 18,nonfiction,,1998
5702,,,John Berendt,Midnight in the Garden of Good and Evil,January 25,nonfiction,,1998
5703,,,John Berendt,Midnight in the Garden of Good and Evil,February 1,nonfiction,,1998
5704,,,James Van Praagh,Talking to Heaven,February 8,nonfiction,,1998
5705,,,James Van Praagh,Talking to Heaven,February 15,nonfiction,,1998
5706,,,James Van Praagh,Talking to Heaven,February 22,nonfiction,,1998
5707,,,James Van Praagh,Talking to Heaven,March 1,nonfiction,,1998
5708,,,James Van Praagh,Talking to Heaven,March 8,nonfiction,,1998
5709,,,James Van Praagh,Talking to Heaven,March 15,nonfiction,,1998
5710,,,James Van Praagh,Talking to Heaven,March 22,nonfiction,,1998
5711,,,James Van Praagh,Talking to Heaven,March 29,nonfiction,,1998
5712,,,James Van Praagh,Talking to Heaven,April 5,nonfiction,,1998
5713,,,James Van Praagh,Talking to Heaven,April 12,nonfiction,,1998
5714,,,James Van Praagh,Talking to Heaven,April 19,nonfiction,,1998
5715,,,Mitch Albom,Tuesdays with Morrie,April 26,nonfiction,,1998
5716,,,Thomas J. Stanley and William D. Danko,The Millionaire Next Door,May 3,nonfiction,,1998
5717,,,Mitch Albom,Tuesdays with Morrie,May 10,nonfiction,,1998
5718,,,Mitch Albom,Tuesdays with Morrie,May 17,nonfiction,,1998
5719,,,Cokie Roberts,We Are Our Mothers' Daughters,May 24,nonfiction,,1998
5720,,,Mitch Albom,Tuesdays with Morrie,May 31,nonfiction,,1998
5721,,,Mitch Albom,Tuesdays with Morrie,June 7,nonfiction,,1998
5722,,,Mitch Albom,Tuesdays with Morrie,June 14,nonfiction,,1998
5723,,,Mitch Albom,Tuesdays with Morrie,June 21,nonfiction,,1998
5724,,,Jimmy Buffett,A Pirate Looks at Fifty,June 28,nonfiction,,1998
5725,,,Jimmy Buffett,A Pirate Looks at Fifty,July 5,nonfiction,,1998
5726,,,Jimmy Buffett,A Pirate Looks at Fifty,July 12,nonfiction,,1998
5727,,,Jimmy Buffett,A Pirate Looks at Fifty,July 19,nonfiction,,1998
5728,,,Jimmy Buffett,A Pirate Looks at Fifty,July 26,nonfiction,,1998
5729,,,Mitch Albom,Tuesdays with Morrie,August 2,nonfiction,,1998
5730,,,Mitch Albom,Tuesdays with Morrie,August 9,nonfiction,,1998
5731,,,Mitch Albom,Tuesdays with Morrie,August 16,nonfiction,,1998
5732,,,Mitch Albom,Tuesdays with Morrie,August 23,nonfiction,,1998
5733,,,Mitch Albom,Tuesdays with Morrie,August 30,nonfiction,,1998
5734,,,Mitch Albom,Tuesdays with Morrie,September 6,nonfiction,,1998
5735,,,Christopher Andersen,The Day Diana Died,September 13,nonfiction,,1998
5736,,,Christopher Andersen,The Day Diana Died,September 20,nonfiction,,1998
5737,,,Christopher Andersen,The Day Diana Died,September 27,nonfiction,,1998
5738,,,William J. Bennett,The Death of Outrage,October 4,nonfiction,,1998
5739,,,William J. Bennett,The Death of Outrage,October 11,nonfiction,,1998
5740,,,Mitch Albom,Tuesdays with Morrie,October 18,nonfiction,,1998
5741,,,Mitch Albom,Tuesdays with Morrie,October 25,nonfiction,,1998
5742,,,William J. Bennett,The Death of Outrage,November 1,nonfiction,,1998
5743,,,Mitch Albom,Tuesdays with Morrie,November 8,nonfiction,,1998
5744,,,Mitch Albom,Tuesdays with Morrie,November 15,nonfiction,,1998
5745,,,Mitch Albom,Tuesdays with Morrie,November 22,nonfiction,,1998
5746,,,Mitch Albom,Tuesdays with Morrie,November 29,nonfiction,,1998
5747,,,Mitch Albom,Tuesdays with Morrie,December 6,nonfiction,,1998
5748,,,Mitch Albom,Tuesdays with Morrie,December 13,nonfiction,,1998
5749,,,Peter Jennings and Todd Brewster,The Century,December 20,nonfiction,,1998
5750,,,Tom Brokaw,The Greatest Generation,December 27,nonfiction,,1998
5751,,,Tom Brokaw,The Greatest Generation,January 3,nonfiction,,1999
5752,,,Tom Brokaw,The Greatest Generation,January 10,nonfiction,,1999
5753,,,Tom Brokaw,The Greatest Generation,January 17,nonfiction,,1999
5754,,,Tom Brokaw,The Greatest Generation,January 24,nonfiction,,1999
5755,,,Tom Brokaw,The Greatest Generation,January 31,nonfiction,,1999
5756,,,Tom Brokaw,The Greatest Generation,February 7,nonfiction,,1999
5757,,,Tom Brokaw,The Greatest Generation,February 14,nonfiction,,1999
5758,,,Tom Brokaw,The Greatest Generation,February 21,nonfiction,,1999
5759,,,Tom Brokaw,The Greatest Generation,February 28,nonfiction,,1999
5760,,,Tom Brokaw,The Greatest Generation,March 7,nonfiction,,1999
5761,,,Tom Brokaw,The Greatest Generation,March 14,nonfiction,,1999
5762,,,Andrew Morton,Monica's Story,March 21,nonfiction,,1999
5763,,,George Stephanopoulos,All Too Human,March 28,nonfiction,,1999
5764,,,George Stephanopoulos,All Too Human,April 4,nonfiction,,1999
5765,,,George Stephanopoulos,All Too Human,April 11,nonfiction,,1999
5766,,,George Stephanopoulos,All Too Human,April 18,nonfiction,,1999
5767,,,George Stephanopoulos,All Too Human,April 25,nonfiction,,1999
5768,,,Tom Brokaw,The Greatest Generation,May 2,nonfiction,,1999
5769,,,Tom Brokaw,The Greatest Generation,May 9,nonfiction,,1999
5770,,,Tom Brokaw,The Greatest Generation,May 16,nonfiction,,1999
5771,,,Tom Brokaw,The Greatest Generation,May 23,nonfiction,,1999
5772,,,Tom Brokaw,The Greatest Generation,May 30,nonfiction,,1999
5773,,,Tom Clancy with Chuck Horner,Every Man a Tiger,June 6,nonfiction,,1999
5774,,,Tom Brokaw,The Greatest Generation,June 13,nonfiction,,1999
5775,,,Tom Brokaw,The Greatest Generation,June 20,nonfiction,,1999
5776,,,Tom Brokaw,The Greatest Generation,June 27,nonfiction,,1999
5777,,,Tom Brokaw,The Greatest Generation,July 4,nonfiction,,1999
5778,,,Bob Woodward,Shadow,July 11,nonfiction,,1999
5779,,,Bob Woodward,Shadow,July 18,nonfiction,,1999
5780,,,Bob Woodward,Shadow,July 25,nonfiction,,1999
5781,,,Bob Woodward,Shadow,August 1,nonfiction,,1999
5782,,,Bob Woodward,Shadow,August 8,nonfiction,,1999
5783,,,Mitch Albom,Tuesdays with Morrie,August 15,nonfiction,,1999
5784,,,Mitch Albom,Tuesdays with Morrie,August 22,nonfiction,,1999
5785,,,Mitch Albom,Tuesdays with Morrie,August 29,nonfiction,,1999
5786,,,Mitch Albom,Tuesdays with Morrie,September 5,nonfiction,,1999
5787,,,Mitch Albom,Tuesdays with Morrie,September 12,nonfiction,,1999
5788,,,Mitch Albom,Tuesdays with Morrie,September 19,nonfiction,,1999
5789,,,Mitch Albom,Tuesdays with Morrie,September 26,nonfiction,,1999
5790,,,Mitch Albom,Tuesdays with Morrie,October 3,nonfiction,,1999
5791,,,Frank McCourt,'Tis,October 10,nonfiction,,1999
5792,,,Frank McCourt,'Tis,October 17,nonfiction,,1999
5793,,,Frank McCourt,'Tis,October 24,nonfiction,,1999
5794,,,Frank McCourt,'Tis,October 31,nonfiction,,1999
5795,,,Frank McCourt,'Tis,November 7,nonfiction,,1999
5796,,,Frank McCourt,'Tis,November 14,nonfiction,,1999
5797,,,Frank McCourt,'Tis,November 21,nonfiction,,1999
5798,,,Frank McCourt,'Tis,November 28,nonfiction,,1999
5799,,,Mick Foley,Have a Nice Day!,December 5,nonfiction,,1999
5800,,,Mitch Albom,Tuesdays with Morrie,December 12,nonfiction,,1999
5801,,,Mitch Albom,Tuesdays with Morrie,December 19,nonfiction,,1999
5802,,,Mitch Albom,Tuesdays with Morrie,December 26,nonfiction,,1999
5803,,,Mitch Albom,Tuesdays with Morrie,January 2,nonfiction,,2000
5804,,,Mitch Albom,Tuesdays with Morrie,January 9,nonfiction,,2000
5805,,,Mitch Albom,Tuesdays with Morrie,January 16,nonfiction,,2000
5806,,,Mitch Albom,Tuesdays with Morrie,January 23,nonfiction,,2000
5807,,,The Rock with Joe Layden,The Rock Says,January 30,nonfiction,,2000
5808,,,The Rock with Joe Layden,The Rock Says,February 6,nonfiction,,2000
5809,,,The Rock with Joe Layden,The Rock Says,February 13,nonfiction,,2000
5810,,,Mitch Albom,Tuesdays with Morrie,February 20,nonfiction,,2000
5811,,,The Rock with Joe Layden,The Rock Says,February 27,nonfiction,,2000
5812,,,Mitch Albom,Tuesdays with Morrie,March 5,nonfiction,,2000
5813,,,Mitch Albom,Tuesdays with Morrie,March 12,nonfiction,,2000
5814,,,Mitch Albom,Tuesdays with Morrie,March 19,nonfiction,,2000
5815,,,Mitch Albom,Tuesdays with Morrie,March 26,nonfiction,,2000
5816,,,Mitch Albom,Tuesdays with Morrie,April 2,nonfiction,,2000
5817,,,Mitch Albom,Tuesdays with Morrie,April 9,nonfiction,,2000
5818,,,Mitch Albom,Tuesdays with Morrie,April 16,nonfiction,,2000
5819,,,Mitch Albom,Tuesdays with Morrie,April 23,nonfiction,,2000
5820,,,Mitch Albom,Tuesdays with Morrie,April 30,nonfiction,,2000
5821,,,Mitch Albom,Tuesdays with Morrie,May 7,nonfiction,,2000
5822,,,Mitch Albom,Tuesdays with Morrie,May 14,nonfiction,,2000
5823,,,Mitch Albom,Tuesdays with Morrie,May 21,nonfiction,,2000
5824,,,Mitch Albom,Tuesdays with Morrie,May 28,nonfiction,,2000
5825,,,Mitch Albom,Tuesdays with Morrie,June 4,nonfiction,,2000
5826,,,James Bradley with Ron Powers,Flags of Our Fathers,June 11,nonfiction,,2000
5827,,,James Bradley with Ron Powers,Flags of Our Fathers,June 18,nonfiction,,2000
5828,,,James Bradley with Ron Powers,Flags of Our Fathers,June 25,nonfiction,,2000
5829,,,James Bradley with Ron Powers,Flags of Our Fathers,July 2,nonfiction,,2000
5830,,,James Bradley with Ron Powers,Flags of Our Fathers,July 9,nonfiction,,2000
5831,,,Mitch Albom,Tuesdays with Morrie,July 16,nonfiction,,2000
5832,,,Mitch Albom,Tuesdays with Morrie,July 23,nonfiction,,2000
5833,,,Christopher Andersen,The Day John Died,July 30,nonfiction,,2000
5834,,,Sylvia Browne with Lindsay Harrison,Life on the Other Side,August 6,nonfiction,,2000
5835,,,Lance Armstrong with Sally Jenkins,It's Not about the Bike,August 13,nonfiction,,2000
5836,,,Lance Armstrong with Sally Jenkins,It's Not about the Bike,August 20,nonfiction,,2000
5837,,,Mitch Albom,Tuesdays with Morrie,August 27,nonfiction,,2000
5838,,,Lance Armstrong with Sally Jenkins,It's Not about the Bike,September 3,nonfiction,,2000
5839,,,Mitch Albom,Tuesdays with Morrie,September 10,nonfiction,,2000
5840,,,Stephen Ambrose,Nothing Like It in the World,September 17,nonfiction,,2000
5841,,,Stephen Ambrose,Nothing Like It in the World,September 24,nonfiction,,2000
5842,,,Stephen Ambrose,Nothing Like It in the World,October 1,nonfiction,,2000
5843,,,Stephen Ambrose,Nothing Like It in the World,October 8,nonfiction,,2000
5844,,,Stephen Ambrose,Nothing Like It in the World,October 15,nonfiction,,2000
5845,,,The Beatles,The Beatles Anthology,October 22,nonfiction,,2000
5846,,,The Beatles,The Beatles Anthology,October 29,nonfiction,,2000
5847,,,The Beatles,The Beatles Anthology,November 5,nonfiction,,2000
5848,,,Bill O'Reilly,The O'Reilly Factor,November 12,nonfiction,,2000
5849,,,Bill O'Reilly,The O'Reilly Factor,November 19,nonfiction,,2000
5850,,,Bill O'Reilly,The O'Reilly Factor,November 26,nonfiction,,2000
5851,,,Bill O'Reilly,The O'Reilly Factor,December 3,nonfiction,,2000
5852,,,Bill O'Reilly,The O'Reilly Factor,December 10,nonfiction,,2000
5853,,,Bill O'Reilly,The O'Reilly Factor,December 17,nonfiction,,2000
5854,,,The Beatles,The Beatles Anthology,December 24,nonfiction,,2000
5855,,,The Beatles,The Beatles Anthology,December 31,nonfiction,,2000
5856,,,Bill O'Reilly,The O'Reilly Factor,January 7,nonfiction,,2001
5857,,,Bill O'Reilly,The O'Reilly Factor,January 14,nonfiction,,2001
5858,,,Bill O'Reilly,The O'Reilly Factor,January 21,nonfiction,,2001
5859,,,Jimmy Carter,An Hour Before Daylight,January 28,nonfiction,,2001
5860,,,Jimmy Carter,An Hour Before Daylight,February 4,nonfiction,,2001
5861,,,Jimmy Carter,An Hour Before Daylight,February 11,nonfiction,,2001
5862,,,Jerri Nielsen with Maryanne Vollers,Ice Bound,February 18,nonfiction,,2001
5863,,,Jerri Nielsen with Maryanne Vollers,Ice Bound,February 25,nonfiction,,2001
5864,,,Jimmy Carter,An Hour Before Daylight,March 4,nonfiction,,2001
5865,,,Jimmy Carter,An Hour Before Daylight,March 11,nonfiction,,2001
5866,,,Bill O'Reilly,The O'Reilly Factor,March 18,nonfiction,,2001
5867,,,Dave Longaberger,Longaberger,March 25,nonfiction,,2001
5868,,,Bill O'Reilly,The O'Reilly Factor,April 1,nonfiction,,2001
5869,,,Laura Hillenbrand,Seabiscuit,April 8,nonfiction,,2001
5870,,,Laura Hillenbrand,Seabiscuit,April 15,nonfiction,,2001
5871,,,Laura Hillenbrand,Seabiscuit,April 22,nonfiction,,2001
5872,,,Laura Hillenbrand,Seabiscuit,April 29,nonfiction,,2001
5873,,,Laura Hillenbrand,Seabiscuit,May 6,nonfiction,,2001
5874,,,Laura Hillenbrand,Seabiscuit,May 13,nonfiction,,2001
5875,,,George Carlin,Napalm & Silly Putty,May 20,nonfiction,,2001
5876,,,Mick Foley,Foley Is Good,May 27,nonfiction,,2001
5877,,,Mick Foley,Foley Is Good,June 3,nonfiction,,2001
5878,,,David McCullough,John Adams,June 10,nonfiction,,2001
5879,,,David McCullough,John Adams,June 17,nonfiction,,2001
5880,,,David McCullough,John Adams,June 24,nonfiction,,2001
5881,,,David McCullough,John Adams,July 1,nonfiction,,2001
5882,,,David McCullough,John Adams,July 8,nonfiction,,2001
5883,,,David McCullough,John Adams,July 15,nonfiction,,2001
5884,,,David McCullough,John Adams,July 22,nonfiction,,2001
5885,,,David McCullough,John Adams,July 29,nonfiction,,2001
5886,,,David McCullough,John Adams,August 5,nonfiction,,2001
5887,,,David McCullough,John Adams,August 12,nonfiction,,2001
5888,,,David McCullough,John Adams,August 19,nonfiction,,2001
5889,,,David McCullough,John Adams,August 26,nonfiction,,2001
5890,,,David McCullough,John Adams,September 2,nonfiction,,2001
5891,,,Stephen Ambrose,The Wild Blue,September 9,nonfiction,,2001
5892,,,Stephen Ambrose,The Wild Blue,September 16,nonfiction,,2001
5893,,,Stephen Ambrose,The Wild Blue,September 23,nonfiction,,2001
5894,,,Jack Welch with John A. Byrne,Jack: Straight from the Gut,September 30,nonfiction,,2001
5895,,,Jack Welch with John A. Byrne,Jack: Straight from the Gut,October 7,nonfiction,,2001
5896,,,Jack Welch with John A. Byrne,Jack: Straight from the Gut,October 14,nonfiction,,2001
5897,,,Jack Welch with John A. Byrne,Jack: Straight from the Gut,October 21,nonfiction,,2001
5898,,,"Judith Miller, Stephen Engelberg and William Broad",Germs,October 28,nonfiction,,2001
5899,,,"Judith Miller, Stephen Engelberg and William Broad",Germs,November 4,nonfiction,,2001
5900,,,Bill O'Reilly,The No Spin Zone,November 11,nonfiction,,2001
5901,,,Bill O'Reilly,The No Spin Zone,November 18,nonfiction,,2001
5902,,,Bill O'Reilly,The No Spin Zone,November 25,nonfiction,,2001
5903,,,Bill O'Reilly,The No Spin Zone,December 2,nonfiction,,2001
5904,,,Bill O'Reilly,The No Spin Zone,December 9,nonfiction,,2001
5905,,,Editors of Life Magazine,One Nation,December 16,nonfiction,,2001
5906,,,Bill O'Reilly,The No Spin Zone,December 23,nonfiction,,2001
5907,,,Bill O'Reilly,The No Spin Zone,December 30,nonfiction,,2001
5908,,,Bill O'Reilly,The No Spin Zone,January 6,nonfiction,,2002
5909,,,David McCullough,John Adams,January 13,nonfiction,,2002
5910,,,Bernard Goldberg,Bias,January 20,nonfiction,,2002
5911,,,Bernard Goldberg,Bias,January 27,nonfiction,,2002
5912,,,Bernard Goldberg,Bias,February 3,nonfiction,,2002
5913,,,Bernard Goldberg,Bias,February 10,nonfiction,,2002
5914,,,Bernard Goldberg,Bias,February 17,nonfiction,,2002
5915,,,Tom Clancy,Shadow Warriors,February 24,nonfiction,,2002
5916,,,Tom Clancy,Shadow Warriors,March 3,nonfiction,,2002
5917,,,Bernard Goldberg,Bias,March 10,nonfiction,,2002
5918,,,Bernard Goldberg,Bias,March 17,nonfiction,,2002
5919,,,Michael Moore,Stupid White Men,March 24,nonfiction,,2002
5920,,,Michael Moore,Stupid White Men,March 31,nonfiction,,2002
5921,,,Michael Moore,Stupid White Men,April 7,nonfiction,,2002
5922,,,Michael Moore,Stupid White Men,April 14,nonfiction,,2002
5923,,,Michael J. Fox,Lucky Man,April 21,nonfiction,,2002
5924,,,Michael J. Fox,Lucky Man,April 28,nonfiction,,2002
5925,,,Michael J. Fox,Lucky Man,May 5,nonfiction,,2002
5926,,,Michael J. Fox,Lucky Man,May 1,nonfiction,,2002
5927,,,Robert A. Caro,Master of the Senate,May 19,nonfiction,,2002
5928,,,Michael J. Fox,Lucky Man,May 26,nonfiction,,2002
5929,,,Richard Blow,American Son,June 2,nonfiction,,2002
5930,,,Mel Levine,A Mind at a Time,June 9,nonfiction,,2002
5931,,,Marlo Thomas,The Right Words at the Right Time,June 16,nonfiction,,2002
5932,,,Michael Moore,Stupid White Men,June 23,nonfiction,,2002
5933,,,John McEnroe with James Kaplan,You Cannot Be Serious,June 30,nonfiction,,2002
5934,,,John McEnroe with James Kaplan,You Cannot Be Serious,July 7,nonfiction,,2002
5935,,,Ann Coulter,Slander,July 14,nonfiction,,2002
5936,,,Ann Coulter,Slander,July 21,nonfiction,,2002
5937,,,Ann Coulter,Slander,July 28,nonfiction,,2002
5938,,,Ann Coulter,Slander,August 4,nonfiction,,2002
5939,,,Ann Coulter,Slander,August 11,nonfiction,,2002
5940,,,Ann Coulter,Slander,August 18,nonfiction,,2002
5941,,,Ann Coulter,Slander,August 25,nonfiction,,2002
5942,,,Ann Coulter,Slander,September 1,nonfiction,,2002
5943,,,Lisa Beamer with Ken Abraham,Let's Roll!,September 8,nonfiction,,2002
5944,,,Lisa Beamer with Ken Abraham,Let's Roll!,September 15,nonfiction,,2002
5945,,,Lisa Beamer with Ken Abraham,Let's Roll!,September 22,nonfiction,,2002
5946,,,Lisa Beamer with Ken Abraham,Let's Roll!,September 29,nonfiction,,2002
5947,,,Lisa Beamer with Ken Abraham,Let's Roll!,October 6,nonfiction,,2002
5948,,,Lisa Beamer with Ken Abraham,Let's Roll!,October 13,nonfiction,,2002
5949,,,Rudy Giuliani with Ken Kurson,Leadership,October 20,nonfiction,,2002
5950,,,Rudy Giuliani with Ken Kurson,Leadership,October 27,nonfiction,,2002
5951,,,Rudy Giuliani with Ken Kurson,Leadership,November 3,nonfiction,,2002
5952,,,Rudy Giuliani with Ken Kurson,Leadership,November 10,nonfiction,,2002
5953,,,Rudy Giuliani with Ken Kurson,Leadership,November 17,nonfiction,,2002
5954,,,Kurt Cobain,Journals,November 24,nonfiction,,2002
5955,,,Patricia Cornwell,Portrait of a Killer,December 1,nonfiction,,2002
5956,,,Patricia Cornwell,Portrait of a Killer,December 8,nonfiction,,2002
5957,,,Bob Woodward,Bush at War,December 15,nonfiction,,2002
5958,,,Bob Woodward,Bush at War,December 22,nonfiction,,2002
5959,,,Bob Woodward,Bush at War,December 29,nonfiction,,2002
5960,,,Bob Woodward,Bush at War,January 5,nonfiction,,2003
5961,,,Bob Woodward,Bush at War,January 12,nonfiction,,2003
5962,,,Patricia Cornwell,Portrait of a Killer,January 19,nonfiction,,2003
5963,,,Bob Woodward,Bush at War,January 26,nonfiction,,2003
5964,,,Michael Savage,The Savage Nation,February 2,nonfiction,,2003
5965,,,Michael Savage,The Savage Nation,February 9,nonfiction,,2003
5966,,,Po Bronson,What Should I Do with My Life?,February 16,nonfiction,,2003
5967,,,Michael Savage,The Savage Nation,February 23,nonfiction,,2003
5968,,,Michael Savage,The Savage Nation,March 2,nonfiction,,2003
5969,,,Michael Moore,Stupid White Men,March 9,nonfiction,,2003
5970,,,Michael Moore,Stupid White Men,March 16,nonfiction,,2003
5971,,,Erik Larson,Devil in the White City,March 23,nonfiction,,2003
5972,,,Michael Savage,The Savage Nation,March 30,nonfiction,,2003
5973,,,Michael Moore,Stupid White Men,April 6,nonfiction,,2003
5974,,,Queen Noor,Leap of Faith,April 13,nonfiction,,2003
5975,,,Queen Noor,Leap of Faith,April 20,nonfiction,,2003
5976,,,Po Bronson,What Should I Do with My Life?,April 27,nonfiction,,2003
5977,,,Queen Noor,Leap of Faith,May 4,nonfiction,,2003
5978,,,Queen Noor,Leap of Faith,May 11,nonfiction,,2003
5979,,,Queen Noor,Leap of Faith,May 18,nonfiction,,2003
5980,,,Queen Noor,Leap of Faith,May 25,nonfiction,,2003
5981,,,Robert Dallek,An Unfinished Life,June 1,nonfiction,,2003
5982,,,Robert Dallek,An Unfinished Life,June 8,nonfiction,,2003
5983,,,Robert Dallek,An Unfinished Life,June 15,nonfiction,,2003
5984,,,Robert Dallek,An Unfinished Life,June 22,nonfiction,,2003
5985,,,Hillary Rodham Clinton,Living History,June 29,nonfiction,,2003
5986,,,Hillary Rodham Clinton,Living History,July 6,nonfiction,,2003
5987,,,Hillary Rodham Clinton,Living History,July 13,nonfiction,,2003
5988,,,Hillary Rodham Clinton,Living History,July 20,nonfiction,,2003
5989,,,Hillary Rodham Clinton,Living History,July 27,nonfiction,,2003
5990,,,A. Scott Berg,Kate Remembered,August 3,nonfiction,,2003
5991,,,A. Scott Berg,Kate Remembered,August 10,nonfiction,,2003
5992,,,A. Scott Berg,Kate Remembered,August 17,nonfiction,,2003
5993,,,A. Scott Berg,Kate Remembered,August 24,nonfiction,,2003
5994,,,A. Scott Berg,Kate Remembered,August 31,nonfiction,,2003
5995,,,Al Franken,Lies and the Lying Liars Who Tell Them,September 7,nonfiction,,2003
5996,,,Al Franken,Lies and the Lying Liars Who Tell Them,September 14,nonfiction,,2003
5997,,,Al Franken,Lies and the Lying Liars Who Tell Them,September 21,nonfiction,,2003
5998,,,Al Franken,Lies and the Lying Liars Who Tell Them,September 28,nonfiction,,2003
5999,,,Al Franken,Lies and the Lying Liars Who Tell Them,October 5,nonfiction,,2003
6000,,,Bill O'Reilly,Who's Looking Out For You?,October 12,nonfiction,,2003
6001,,,Al Franken,Lies and the Lying Liars Who Tell Them,October 19,nonfiction,,2003
6002,,,Michael Moore,"Dude, Where's My Country?",October 26,nonfiction,,2003
6003,,,Michael Moore,"Dude, Where's My Country?",November 2,nonfiction,,2003
6004,,,Michael Moore,"Dude, Where's My Country?",November 9,nonfiction,,2003
6005,,,Paul Burrell,A Royal Duty,November 16,nonfiction,,2003
6006,,,Michael Moore,"Dude, Where's My Country?",November 23,nonfiction,,2003
6007,,,Rick Bragg,I Am a Soldier Too,November 30,nonfiction,,2003
6008,,,Michael Moore,"Dude, Where's My Country?",December 7,nonfiction,,2003
6009,,,Michael Moore,"Dude, Where's My Country?",December 14,nonfiction,,2003
6010,,,Bill O'Reilly,Who's Looking Out For You?,December 21,nonfiction,,2003
6011,,,Bill O'Reilly,Who's Looking Out For You?,December 28,nonfiction,,2003
6012,,,Bill O'Reilly,Who's Looking Out For You?,January 4,nonfiction,,2004
6013,,,Bill O'Reilly,Who's Looking Out For You?,January 11,nonfiction,,2004
6014,,,Al Franken,Lies and the Lying Liars Who Tell Them,January 18,nonfiction,,2004
6015,,,Pete Rose with Rick Hill,My Prison Without Bars,January 25,nonfiction,,2004
6016,,,Ron Suskind,The Price of Loyalty,February 1,nonfiction,,2004
6017,,,Ron Suskind,The Price of Loyalty,February 8,nonfiction,,2004
6018,,,Ron Suskind,The Price of Loyalty,February 15,nonfiction,,2004
6019,,,Ron Suskind,The Price of Loyalty,February 22,nonfiction,,2004
6020,,,Ron Suskind,The Price of Loyalty,February 29,nonfiction,,2004
6021,,,Sean Hannity,Deliver Us from Evil,March 7,nonfiction,,2004
6022,,,Sean Hannity,Deliver Us from Evil,March 14,nonfiction,,2004
6023,,,Sean Hannity,Deliver Us from Evil,March 21,nonfiction,,2004
6024,,,Sean Hannity,Deliver Us from Evil,March 28,nonfiction,,2004
6025,,,Sean Hannity,Deliver Us from Evil,April 4,nonfiction,,2004
6026,,,Richard Clarke,Against All Enemies,April 11,nonfiction,,2004
6027,,,Richard Clarke,Against All Enemies,April 18,nonfiction,,2004
6028,,,Richard Clarke,Against All Enemies,April 25,nonfiction,,2004
6029,,,Richard Clarke,Against All Enemies,May 2,nonfiction,,2004
6030,,,Bob Woodward,Plan of Attack,May 9,nonfiction,,2004
6031,,,Bob Woodward,Plan of Attack,May 16,nonfiction,,2004
6032,,,Bob Woodward,Plan of Attack,May 23,nonfiction,,2004
6033,,,Lynne Truss,"Eats, Shoots & Leaves",May 30,nonfiction,,2004
6034,,,Lynne Truss,"Eats, Shoots & Leaves",June 6,nonfiction,,2004
6035,,,Lynne Truss,"Eats, Shoots & Leaves",June 13,nonfiction,,2004
6036,,,David Sedaris,Dress Your Family in Corduroy and Denim,June 20,nonfiction,,2004
6037,,,David Sedaris,Dress Your Family in Corduroy and Denim,June 27,nonfiction,,2004
6038,,,Tim Russert,Big Russ and Me,July 4,nonfiction,,2004
6039,,,Bill Clinton,My Life,July 11,nonfiction,,2004
6040,,,Bill Clinton,My Life,July 18,nonfiction,,2004
6041,,,Bill Clinton,My Life,July 25,nonfiction,,2004
6042,,,Bill Clinton,My Life,August 1,nonfiction,,2004
6043,,,Bill Clinton,My Life,August 8,nonfiction,,2004
6044,,,Bill Clinton,My Life,August 15,nonfiction,,2004
6045,,,Tommy Franks with Malcolm McConnell,American Soldier,August 22,nonfiction,,2004
6046,,,Tommy Franks with Malcolm McConnell,American Soldier,August 29,nonfiction,,2004
6047,,,John O'Neill with Jerome Corsi,Unfit for Command,September 5,nonfiction,,2004
